item,blank,block,scenario,relatedness,nonword,identifier,trigger_fix,prime,trigger_prime,target,trigger_target,post,trigger_post,probe
473,0,1,133,0,1,473 113301,36,sweeve,37,Incorrect,38,Incorrect,39,Incorrect
474,0,1,133,0,1,474 113301,36,sweeve,37,Incorrect,38,Incorrect,39,Incorrect
475,0,1,134,0,1,475 113401,36,hace,37,Incorrect,38,Incorrect,39,Incorrect
476,0,1,134,0,1,476 113401,36,hace,37,Incorrect,38,Incorrect,39,Incorrect
477,0,1,135,0,1,477 113501,36,sirth,37,Incorrect,38,Incorrect,39,Incorrect
478,0,1,135,0,1,478 113501,36,sirth,37,Incorrect,38,Incorrect,39,Incorrect
479,0,1,136,0,1,479 113601,36,luts ,37,Incorrect,38,Incorrect,39,Incorrect
480,0,1,136,0,1,480 113601,36,luts ,37,Incorrect,38,Incorrect,39,Incorrect
481,0,1,137,0,1,481 113701,36,keer,37,Incorrect,38,Incorrect,39,Incorrect
482,0,1,137,0,1,482 113701,36,keer,37,Incorrect,38,Incorrect,39,Incorrect
483,0,1,138,0,1,483 113801,36,nang           ,37,Incorrect,38,Incorrect,39,Incorrect
484,0,1,138,0,1,484 113801,36,nang           ,37,Incorrect,38,Incorrect,39,Incorrect
485,0,1,139,0,1,485 113901,36,lafe            ,37,Incorrect,38,Incorrect,39,Incorrect
486,0,1,139,0,1,486 113901,36,lafe            ,37,Incorrect,38,Incorrect,39,Incorrect
487,0,1,140,0,1,487 114001,36,clibs,37,Incorrect,38,Incorrect,39,Incorrect
488,0,1,140,0,1,488 114001,36,clibs,37,Incorrect,38,Incorrect,39,Incorrect
489,0,1,141,0,1,489 114101,36,tovs            ,37,Incorrect,38,Incorrect,39,Incorrect
490,0,1,141,0,1,490 114101,36,tovs            ,37,Incorrect,38,Incorrect,39,Incorrect
491,0,1,142,0,1,491 114201,36,briep,37,Incorrect,38,Incorrect,39,Incorrect
492,0,1,142,0,1,492 114201,36,briep,37,Incorrect,38,Incorrect,39,Incorrect
493,0,1,143,0,1,493 114301,36,chutch,37,Incorrect,38,Incorrect,39,Incorrect
494,0,1,143,0,1,494 114301,36,chutch,37,Incorrect,38,Incorrect,39,Incorrect
495,0,1,144,0,1,495 114401,36,guve,37,Incorrect,38,Incorrect,39,Incorrect
496,0,1,144,0,1,496 114401,36,guve,37,Incorrect,38,Incorrect,39,Incorrect
501,0,1,145,0,2,501 114502,40,NEVER,41,BIRF,42,Incorrect,43,Incorrect
502,0,1,145,0,2,502 114502,40,NEVER,41,BIRF,42,Incorrect,43,Incorrect
503,0,1,146,0,2,503 114602,40,SWEET,41,BOIT,42,Incorrect,43,Incorrect
504,0,1,146,0,2,504 114602,40,SWEET,41,BOIT,42,Incorrect,43,Incorrect
505,0,1,147,0,2,505 114702,40,FLOWER,41,BLOME,42,Incorrect,43,Incorrect
506,0,1,147,0,2,506 114702,40,FLOWER,41,BLOME,42,Incorrect,43,Incorrect
507,0,1,148,0,2,507 114802,40,SISTER,41,BLIK,42,Incorrect,43,Incorrect
508,0,1,148,0,2,508 114802,40,SISTER,41,BLIK,42,Incorrect,43,Incorrect
509,0,1,149,0,2,509 114902,40,MONKEY,41,DEAB,42,Incorrect,43,Incorrect
510,0,1,149,0,2,510 114902,40,MONKEY,41,DEAB,42,Incorrect,43,Incorrect
511,0,1,150,0,2,511 115002,40,RUG,41,FEAP,42,Incorrect,43,Incorrect
512,0,1,150,0,2,512 115002,40,RUG,41,FEAP,42,Incorrect,43,Incorrect
513,0,1,151,0,2,513 115102,40,ORDER,41,GLOKE,42,Incorrect,43,Incorrect
514,0,1,151,0,2,514 115102,40,ORDER,41,GLOKE,42,Incorrect,43,Incorrect
515,0,1,152,0,2,515 115202,40,TAKE,41,GLIEF,42,Incorrect,43,Incorrect
516,0,1,152,0,2,516 115202,40,TAKE,41,GLIEF,42,Incorrect,43,Incorrect
517,0,1,153,0,2,517 115302,40,HEAD,41,HOCH,42,Incorrect,43,Incorrect
518,0,1,153,0,2,518 115302,40,HEAD,41,HOCH,42,Incorrect,43,Incorrect
519,0,1,154,0,2,519 115402,40,HAIR,41,HOBE,42,Incorrect,43,Incorrect
520,0,1,154,0,2,520 115402,40,HAIR,41,HOBE,42,Incorrect,43,Incorrect
521,0,1,155,0,2,521 115502,40,TRUTH,41,HOCE,42,Incorrect,43,Incorrect
522,0,1,155,0,2,522 115502,40,TRUTH,41,HOCE,42,Incorrect,43,Incorrect
523,0,1,156,0,2,523 115602,40,FOOD,41,CUMP,42,Incorrect,43,Incorrect
524,0,1,156,0,2,524 115602,40,FOOD,41,CUMP,42,Incorrect,43,Incorrect
525,0,1,157,0,2,525 115702,40,DREAM,41,GECH,42,Incorrect,43,Incorrect
526,0,1,157,0,2,526 115702,40,DREAM,41,GECH,42,Incorrect,43,Incorrect
527,0,1,158,0,2,527 115802,40,BUG,41,SCOGE,42,Incorrect,43,Incorrect
528,0,1,158,0,2,528 115802,40,BUG,41,SCOGE,42,Incorrect,43,Incorrect
529,0,1,159,0,2,529 115902,40,SALAD,41,SEWK,42,Incorrect,43,Incorrect
530,0,1,159,0,2,530 115902,40,SALAD,41,SEWK,42,Incorrect,43,Incorrect
531,0,1,160,0,2,531 116002,40,MOUTH,41,SOIRCE,42,Incorrect,43,Incorrect
532,0,1,160,0,2,532 116002,40,MOUTH,41,SOIRCE,42,Incorrect,43,Incorrect
533,0,1,161,0,2,533 116102,40,DIE,41,SPO,42,Incorrect,43,Incorrect
534,0,1,161,0,2,534 116102,40,DIE,41,SPO,42,Incorrect,43,Incorrect
535,0,1,162,0,2,535 116202,40,YOURS,41,TOACH,42,Incorrect,43,Incorrect
536,0,1,162,0,2,536 116202,40,YOURS,41,TOACH,42,Incorrect,43,Incorrect
537,0,1,163,0,2,537 116302,40,STAR,41,TRAUSE,42,Incorrect,43,Incorrect
538,0,1,163,0,2,538 116302,40,STAR,41,TRAUSE,42,Incorrect,43,Incorrect
539,0,1,164,0,2,539 116402,40,KETCHUP,41,WHIAT,42,Incorrect,43,Incorrect
540,0,1,164,0,2,540 116402,40,KETCHUP,41,WHIAT,42,Incorrect,43,Incorrect
541,0,1,165,0,2,541 116502,40,LETTER,41,MUTH,42,Incorrect,43,Incorrect
542,0,1,165,0,2,542 116502,40,LETTER,41,MUTH,42,Incorrect,43,Incorrect
543,0,1,166,0,2,543 116602,40,BUY,41,WARTH,42,Incorrect,43,Incorrect
544,0,1,166,0,2,544 116602,40,BUY,41,WARTH,42,Incorrect,43,Incorrect
545,0,1,167,0,2,545 116702,40,FAST,41,WOAND,42,Incorrect,43,Incorrect
546,0,1,167,0,2,546 116702,40,FAST,41,WOAND,42,Incorrect,43,Incorrect
547,0,1,168,0,2,547 116802,40,TUNE,41,WAPE,42,Incorrect,43,Incorrect
548,0,1,168,0,2,548 116802,40,TUNE,41,WAPE,42,Incorrect,43,Incorrect
549,0,1,169,0,2,549 116902,40,ROUND,41,BLOS,42,Incorrect,43,Incorrect
550,0,1,169,0,2,550 116902,40,ROUND,41,BLOS,42,Incorrect,43,Incorrect
551,0,1,170,0,2,551 117002,40,ADD,41,BOWB,42,Incorrect,43,Incorrect
552,0,1,170,0,2,552 117002,40,ADD,41,BOWB,42,Incorrect,43,Incorrect
553,0,1,171,0,2,553 117102,40,MEAT,41,COFE,42,Incorrect,43,Incorrect
554,0,1,171,0,2,554 117102,40,MEAT,41,COFE,42,Incorrect,43,Incorrect
555,0,1,172,0,2,555 117202,40,GRASS,41,DOYT,42,Incorrect,43,Incorrect
556,0,1,172,0,2,556 117202,40,GRASS,41,DOYT,42,Incorrect,43,Incorrect
557,0,1,173,0,2,557 117302,40,SMELL,41,FIPE,42,Incorrect,43,Incorrect
558,0,1,173,0,2,558 117302,40,SMELL,41,FIPE,42,Incorrect,43,Incorrect
559,0,1,174,0,2,559 117402,40,GUMS,41,GLIE,42,Incorrect,43,Incorrect
560,0,1,174,0,2,560 117402,40,GUMS,41,GLIE,42,Incorrect,43,Incorrect
561,0,1,175,0,2,561 117502,40,SKULL,41,KEET,42,Incorrect,43,Incorrect
562,0,1,175,0,2,562 117502,40,SKULL,41,KEET,42,Incorrect,43,Incorrect
563,0,1,176,0,2,563 117602,40,CAR,41,CABE,42,Incorrect,43,Incorrect
564,0,1,176,0,2,564 117602,40,CAR,41,CABE,42,Incorrect,43,Incorrect
565,0,1,177,0,2,565 117702,40,DRINK,41,RAFE,42,Incorrect,43,Incorrect
566,0,1,177,0,2,566 117702,40,DRINK,41,RAFE,42,Incorrect,43,Incorrect
567,0,1,178,0,2,567 117802,40,ARM,41,SULE,42,Incorrect,43,Incorrect
568,0,1,178,0,2,568 117802,40,ARM,41,SULE,42,Incorrect,43,Incorrect
569,0,1,179,0,2,569 117902,40,KNIT,41,TUPE,42,Incorrect,43,Incorrect
570,0,1,179,0,2,570 117902,40,KNIT,41,TUPE,42,Incorrect,43,Incorrect
571,0,1,180,0,2,571 118002,40,BOX,41,GARL,42,Incorrect,43,Incorrect
572,0,1,180,0,2,572 118002,40,BOX,41,GARL,42,Incorrect,43,Incorrect
573,0,1,181,0,2,573 118102,40,HILL,41,BORCH,42,Incorrect,43,Incorrect
574,0,1,181,0,2,574 118102,40,HILL,41,BORCH,42,Incorrect,43,Incorrect
575,0,1,182,0,2,575 118202,40,UGLY,41,CAZE,42,Incorrect,43,Incorrect
576,0,1,182,0,2,576 118202,40,UGLY,41,CAZE,42,Incorrect,43,Incorrect
577,0,1,183,0,2,577 118302,40,MOTH,41,LERT,42,Incorrect,43,Incorrect
578,0,1,183,0,2,578 118302,40,MOTH,41,LERT,42,Incorrect,43,Incorrect
579,0,1,184,0,2,579 118402,40,LOOK,41,MAVIC,42,Incorrect,43,Incorrect
580,0,1,184,0,2,580 118402,40,LOOK,41,MAVIC,42,Incorrect,43,Incorrect
581,0,1,185,0,2,581 118502,40,STAND,41,BROIN,42,Incorrect,43,Incorrect
582,0,1,185,0,2,582 118502,40,STAND,41,BROIN,42,Incorrect,43,Incorrect
583,0,1,186,0,2,583 118602,40,TAXI,41,CLEUN,42,Incorrect,43,Incorrect
584,0,1,186,0,2,584 118602,40,TAXI,41,CLEUN,42,Incorrect,43,Incorrect
585,0,1,187,0,2,585 118702,40,BULL,41,BEEG,42,Incorrect,43,Incorrect
586,0,1,187,0,2,586 118702,40,BULL,41,BEEG,42,Incorrect,43,Incorrect
587,0,1,188,0,2,587 118802,40,WOMAN,41,CITTON,42,Incorrect,43,Incorrect
588,0,1,188,0,2,588 118802,40,WOMAN,41,CITTON,42,Incorrect,43,Incorrect
589,0,1,189,0,2,589 118902,40,FUEL,41,HEAK,42,Incorrect,43,Incorrect
590,0,1,189,0,2,590 118902,40,FUEL,41,HEAK,42,Incorrect,43,Incorrect
591,0,1,190,0,2,591 119002,40,PISTOL,41,HOURLE,42,Incorrect,43,Incorrect
592,0,1,190,0,2,592 119002,40,PISTOL,41,HOURLE,42,Incorrect,43,Incorrect
593,0,1,191,0,2,593 119102,40,CAT,41,NEP,42,Incorrect,43,Incorrect
594,0,1,191,0,2,594 119102,40,CAT,41,NEP,42,Incorrect,43,Incorrect
595,0,1,192,0,2,595 119202,40,ONE,41,AIF,42,Incorrect,43,Incorrect
596,0,1,192,0,2,596 119202,40,ONE,41,AIF,42,Incorrect,43,Incorrect
597,0,1,193,0,2,597 119302,40,MAD,41,trape,42,Incorrect,43,Incorrect
598,0,1,193,0,2,598 119302,40,MAD,41,trape,42,Incorrect,43,Incorrect
599,0,1,194,0,2,599 119402,40,CHILD,41,dweln,42,Incorrect,43,Incorrect
600,0,1,194,0,2,600 119402,40,CHILD,41,dweln,42,Incorrect,43,Incorrect
601,0,1,195,0,2,601 119502,40,GOD,41,snuth,42,Incorrect,43,Incorrect
602,0,1,195,0,2,602 119502,40,GOD,41,snuth,42,Incorrect,43,Incorrect
603,0,1,196,0,2,603 119602,40,TOWN,41,zash,42,Incorrect,43,Incorrect
604,0,1,196,0,2,604 119602,40,TOWN,41,zash,42,Incorrect,43,Incorrect
605,0,1,197,0,2,605 119702,40,KITCHEN,41,churbe,42,Incorrect,43,Incorrect
606,0,1,197,0,2,606 119702,40,KITCHEN,41,churbe,42,Incorrect,43,Incorrect
607,0,1,198,0,2,607 119802,40,LIGHT,41,hulm,42,Incorrect,43,Incorrect
608,0,1,198,0,2,608 119802,40,LIGHT,41,hulm,42,Incorrect,43,Incorrect
609,0,1,199,0,2,609 119902,40,PLATE,41,smoof,42,Incorrect,43,Incorrect
610,0,1,199,0,2,610 119902,40,PLATE,41,smoof,42,Incorrect,43,Incorrect
611,0,1,200,0,2,611 120002,40,GROUND,41,bap,42,Incorrect,43,Incorrect
612,0,1,200,0,2,612 120002,40,GROUND,41,bap,42,Incorrect,43,Incorrect
613,0,1,201,0,2,613 120102,40,END,41,blels,42,Incorrect,43,Incorrect
614,0,1,201,0,2,614 120102,40,END,41,blels,42,Incorrect,43,Incorrect
615,0,1,202,0,2,615 120202,40,VOTE,41,lind             ,42,Incorrect,43,Incorrect
616,0,1,202,0,2,616 120202,40,VOTE,41,lind             ,42,Incorrect,43,Incorrect
617,0,1,203,0,2,617 120302,40,SPRING,41,founge,42,Incorrect,43,Incorrect
618,0,1,203,0,2,618 120302,40,SPRING,41,founge,42,Incorrect,43,Incorrect
619,0,1,204,0,2,619 120402,40,POLE,41,zun,42,Incorrect,43,Incorrect
620,0,1,204,0,2,620 120402,40,POLE,41,zun,42,Incorrect,43,Incorrect
621,0,1,205,0,2,621 120502,40,HAND,41,sarp,42,Incorrect,43,Incorrect
622,0,1,205,0,2,622 120502,40,HAND,41,sarp,42,Incorrect,43,Incorrect
623,0,1,206,0,2,623 120602,40,GREEN,41,shreb,42,Incorrect,43,Incorrect
624,0,1,206,0,2,624 120602,40,GREEN,41,shreb,42,Incorrect,43,Incorrect
625,0,1,207,0,2,625 120702,40,JOY,41,julpe,42,Incorrect,43,Incorrect
626,0,1,207,0,2,626 120702,40,JOY,41,julpe,42,Incorrect,43,Incorrect
627,0,1,208,0,2,627 120802,40,MIGHT,41,cype,42,Incorrect,43,Incorrect
628,0,1,208,0,2,628 120802,40,MIGHT,41,cype,42,Incorrect,43,Incorrect
629,0,1,209,0,2,629 120902,40,BIZARRE,41,nount,42,Incorrect,43,Incorrect
630,0,1,209,0,2,630 120902,40,BIZARRE,41,nount,42,Incorrect,43,Incorrect
631,0,1,210,0,2,631 121002,40,DOCTOR,41,kemn,42,Incorrect,43,Incorrect
632,0,1,210,0,2,632 121002,40,DOCTOR,41,kemn,42,Incorrect,43,Incorrect
633,0,1,211,0,2,633 121102,40,APPLE,41,vuff,42,Incorrect,43,Incorrect
634,0,1,211,0,2,634 121102,40,APPLE,41,vuff,42,Incorrect,43,Incorrect
635,0,1,212,0,2,635 121202,40,SHIRT,41,stous,42,Incorrect,43,Incorrect
636,0,1,212,0,2,636 121202,40,SHIRT,41,stous,42,Incorrect,43,Incorrect
637,0,1,213,0,2,637 121302,40,PAPER,41,obbs,42,Incorrect,43,Incorrect
638,0,1,213,0,2,638 121302,40,PAPER,41,obbs,42,Incorrect,43,Incorrect
639,0,1,214,0,2,639 121402,40,CROWD,41,mep            ,42,Incorrect,43,Incorrect
640,0,1,214,0,2,640 121402,40,CROWD,41,mep            ,42,Incorrect,43,Incorrect
641,0,1,215,0,2,641 121502,40,CAKE,41,zole,42,Incorrect,43,Incorrect
642,0,1,215,0,2,642 121502,40,CAKE,41,zole,42,Incorrect,43,Incorrect
643,0,1,216,0,2,643 121602,40,FRIEND,41,brugue,42,Incorrect,43,Incorrect
644,0,1,216,0,2,644 121602,40,FRIEND,41,brugue,42,Incorrect,43,Incorrect
645,0,1,217,0,2,645 121702,40,DRESS,41,kark           ,42,Incorrect,43,Incorrect
646,0,1,217,0,2,646 121702,40,DRESS,41,kark           ,42,Incorrect,43,Incorrect
647,0,1,218,0,2,647 121802,40,WAGE,41,kep  ,42,Incorrect,43,Incorrect
648,0,1,218,0,2,648 121802,40,WAGE,41,kep  ,42,Incorrect,43,Incorrect
649,0,1,219,0,2,649 121902,40,AFRAID,41,jull,42,Incorrect,43,Incorrect
650,0,1,219,0,2,650 121902,40,AFRAID,41,jull,42,Incorrect,43,Incorrect
651,0,1,220,0,2,651 122002,40,ITCH,41,mab           ,42,Incorrect,43,Incorrect
652,0,1,220,0,2,652 122002,40,ITCH,41,mab           ,42,Incorrect,43,Incorrect
653,0,1,221,0,2,653 122102,40,DEEP,41,tweeps,42,Incorrect,43,Incorrect
654,0,1,221,0,2,654 122102,40,DEEP,41,tweeps,42,Incorrect,43,Incorrect
655,0,1,222,0,2,655 122202,40,HEALTH,41,furte,42,Incorrect,43,Incorrect
656,0,1,222,0,2,656 122202,40,HEALTH,41,furte,42,Incorrect,43,Incorrect
657,0,1,223,0,2,657 122302,40,ROUGH,41,jark,42,Incorrect,43,Incorrect
658,0,1,223,0,2,658 122302,40,ROUGH,41,jark,42,Incorrect,43,Incorrect
659,0,1,224,0,2,659 122402,40,TALK,41,len    ,42,Incorrect,43,Incorrect
660,0,1,224,0,2,660 122402,40,TALK,41,len    ,42,Incorrect,43,Incorrect
661,0,1,225,0,2,661 122502,40,SMOKE,41,soarl,42,Incorrect,43,Incorrect
662,0,1,225,0,2,662 122502,40,SMOKE,41,soarl,42,Incorrect,43,Incorrect
663,0,1,226,0,2,663 122602,40,DRUG,41,dold,42,Incorrect,43,Incorrect
664,0,1,226,0,2,664 122602,40,DRUG,41,dold,42,Incorrect,43,Incorrect
665,0,1,227,0,2,665 122702,40,DOOR,41,sile ,42,Incorrect,43,Incorrect
666,0,1,227,0,2,666 122702,40,DOOR,41,sile ,42,Incorrect,43,Incorrect
667,0,1,228,0,2,667 122802,40,LITTLE,41,gens ,42,Incorrect,43,Incorrect
668,0,1,228,0,2,668 122802,40,LITTLE,41,gens ,42,Incorrect,43,Incorrect
669,0,1,229,0,2,669 122902,40,PEACE,41,speigs,42,Incorrect,43,Incorrect
670,0,1,229,0,2,670 122902,40,PEACE,41,speigs,42,Incorrect,43,Incorrect
671,0,1,230,0,2,671 123002,40,COFFEE,41,pome,42,Incorrect,43,Incorrect
672,0,1,230,0,2,672 123002,40,COFFEE,41,pome,42,Incorrect,43,Incorrect
673,0,1,231,0,2,673 123102,40,PLEAD,41,skulb,42,Incorrect,43,Incorrect
674,0,1,231,0,2,674 123102,40,PLEAD,41,skulb,42,Incorrect,43,Incorrect
675,0,1,232,0,2,675 123202,40,THEN,41,mape,42,Incorrect,43,Incorrect
676,0,1,232,0,2,676 123202,40,THEN,41,mape,42,Incorrect,43,Incorrect
677,0,1,233,0,2,677 123302,40,BLUE,41,melp,42,Incorrect,43,Incorrect
678,0,1,233,0,2,678 123302,40,BLUE,41,melp,42,Incorrect,43,Incorrect
679,0,1,234,0,2,679 123402,40,CUT,41,meve,42,Incorrect,43,Incorrect
680,0,1,234,0,2,680 123402,40,CUT,41,meve,42,Incorrect,43,Incorrect
681,0,1,235,0,2,681 123502,40,LOBE,41,zist            ,42,Incorrect,43,Incorrect
682,0,1,235,0,2,682 123502,40,LOBE,41,zist            ,42,Incorrect,43,Incorrect
683,0,1,236,0,2,683 123602,40,YOLK,41,crine,42,Incorrect,43,Incorrect
684,0,1,236,0,2,684 123602,40,YOLK,41,crine,42,Incorrect,43,Incorrect
685,0,1,237,0,2,685 123702,40,WEEP,41,yurk,42,Incorrect,43,Incorrect
686,0,1,237,0,2,686 123702,40,WEEP,41,yurk,42,Incorrect,43,Incorrect
687,0,1,238,0,2,687 123802,40,HIVE,41,dink  ,42,Incorrect,43,Incorrect
688,0,1,238,0,2,688 123802,40,HIVE,41,dink  ,42,Incorrect,43,Incorrect
689,0,1,239,0,2,689 123902,40,POT,41,sace             ,42,Incorrect,43,Incorrect
690,0,1,239,0,2,690 123902,40,POT,41,sace             ,42,Incorrect,43,Incorrect
691,0,1,240,0,2,691 124002,40,DAD,41,swirs,42,Incorrect,43,Incorrect
692,0,1,240,0,2,692 124002,40,DAD,41,swirs,42,Incorrect,43,Incorrect
